PRODUCTID	PRODUCTNDC	PRODUCTTYPENAME	NONPROPRIETARYNAME	DOSAGEFORMNAME	STARTMARKETINGDATE	ENDMARKETINGDATE	MARKETINGCATEGORYNAME	LABELERNAME	SUBSTANCENAME	ACTIVE_NUMERATOR_STRENGTH	ACTIVE_INGRED_UNIT	DEASCHEDULE	LISTING_RECORD_CERTIFIED_THROUGH
71411-0004_b9c4f285-e062-3d4a-e053-2a95a90a034d	71411-0004	BULK INGREDIENT	Tulathromycin	POWDER	20170607		BULK INGREDIENT	Amicogen(China) Biopharm Co., Ltd	TULATHROMYCIN	1	kg/kg		20241231
71411-0005_b9c52f25-879c-7e42-e053-2a95a90ac52a	71411-0005	BULK INGREDIENT	Ceftiofur Micronized	POWDER	20170608		BULK INGREDIENT	Amicogen(China) Biopharm Co., Ltd	CEFTIOFUR	1	kg/kg		20241231
71411-0006_b9c4f285-e05f-3d4a-e053-2a95a90a034d	71411-0006	BULK INGREDIENT	Cephapirin Benzathine	POWDER	20190815		BULK INGREDIENT	Amicogen(China) Biopharm Co., Ltd	CEPHAPIRIN BENZATHINE	1	kg/kg		20241231
71411-0007_b9c536e0-755d-459c-e053-2995a90a7043	71411-0007	BULK INGREDIENT	Cephapirin Sodium	POWDER	20200119		BULK INGREDIENT	Amicogen(China) Biopharm Co.,Ltd	CEPHAPIRIN SODIUM	1	kg/kg		20241231
71411-0008_dd3bd089-37a4-cfb0-e053-2995a90ae6af	71411-0008	BULK INGREDIENT	ceftiofur free acid sterile	POWDER	20220324		BULK INGREDIENT	Amicogen (China) Biopharm Co., Ltd	CEFTIOFUR	1	kg/kg		20241231
71417-001_be43dbc0-3572-4679-b23a-34930b9fdf0c	71417-001	BULK INGREDIENT	Menthol	CRYSTAL	20170602		BULK INGREDIENT	Jindal Drugs Private Limited	MENTHOL, UNSPECIFIED FORM	200	kg/200kg		20241231
71417-002_4653fa37-8438-4479-95e3-15c7fb3be711	71417-002	BULK INGREDIENT	Eucalyptol	OIL	20190717		BULK INGREDIENT	Jindal Drugs Private Limited	EUCALYPTOL	1	kg/kg		20241231
71417-003_2150d18a-5b5d-4b50-9317-f859bf097cd1	71417-003	BULK INGREDIENT	Thymol	CRYSTAL	20190717		BULK INGREDIENT	Jindal Drugs Private Limited	THYMOL	1	kg/kg		20241231
71417-004_666fce2d-4043-4172-8340-467513ebe574	71417-004	BULK INGREDIENT	Methyl Salicylate	LIQUID	20190717		BULK INGREDIENT	Jindal Drugs Private Limited	METHYL SALICYLATE	1	kg/kg		20241231
71417-005_f10cbda2-142b-192d-e053-2995a90a1fc4	71417-005	BULK INGREDIENT	DL Menthol	LIQUID	20221228		BULK INGREDIENT	Jindal Drugs Private Limited	RACEMENTHOL	1	g/g		20241231
71429-103_0df4ba82-2fe3-652c-e063-6294a90a91ea	71429-103	BULK INGREDIENT	YTTRIUM CHLORIDE Y-90	SOLUTION	20100408		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	YTTRIUM CHLORIDE Y-90	83.9	mCi/mL		20251231
71429-200_00729a68-4a04-4fb2-e063-6394a90aaf53	71429-200	BULK INGREDIENT	Lutetium (177Lu) chloride	SOLUTION	20231114		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	LUTETIUM CHLORIDE LU-177	200	GBq/5mL		20241231
71429-502_0b732813-bef4-127c-e063-6294a90afa3d	71429-502	BULK INGREDIENT	(Ge-68) GERMANIUM CHLORIDE / (Ga-68) GALLIUM CHLORIDE	SOLUTION	20141106		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	.74	GBq/mL		20241231
71429-503_0b732ca9-7f2a-bab8-e063-6394a90aa56a	71429-503	BULK INGREDIENT	(Ge-68) Germanium Chloride/(Ga-68) Gallium Chloride	SOLUTION	20141106		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	1.11	GBq/mL		20241231
71429-504_0b712cd6-44b4-249e-e063-6394a90a5b95	71429-504	BULK INGREDIENT	(Ge-68) GERMANIUM CHLORIDE/(Ga-68) GALLIUM CHLORIDE	SOLUTION	20141106		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	1.48	GBq/mL		20241231
71429-505_0b739080-5fd0-dd63-e063-6394a90a60a8	71429-505	BULK INGREDIENT	(Ge-68) GERMANIUM CHLORIDE/(Ga-68) GALLIUM CHLORIDE	SOLUTION	20141106		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	1.85	GBq/mL		20241231
71429-506_d0d4e9d6-517e-db6a-e053-2a95a90ac09e	71429-506	BULK INGREDIENT	(Ge-68) GERMANIUM CHLORIDE/(Ga-68) GALLIUM CHLORIDE	SOLUTION	20210901		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	2.22	GBq/mL		20241231
71429-507_d0d4e9d6-517e-db6a-e053-2a95a90ac09e	71429-507	BULK INGREDIENT	(Ge-68) GERMANIUM CHLORIDE/(Ga-68) GALLIUM CHLORIDE	SOLUTION	20210901		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	2.59	GBq/mL		20241231
71429-508_d0d4e9d6-517e-db6a-e053-2a95a90ac09e	71429-508	BULK INGREDIENT	(Ge-68) GERMANIUM CHLORIDE/(Ga-68) GALLIUM CHLORIDE	SOLUTION	20210901		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	2.96	GBq/mL		20241231
71429-509_d0d4e9d6-517e-db6a-e053-2a95a90ac09e	71429-509	BULK INGREDIENT	(Ge-68) GERMANIUM CHLORIDE/(Ga-68) GALLIUM CHLORIDE	SOLUTION	20210901		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	3.33	GBq/mL		20241231
71429-510_d0d4e9d6-517e-db6a-e053-2a95a90ac09e	71429-510	BULK INGREDIENT	(Ge-68) GERMANIUM CHLORIDE/(Ga-68) GALLIUM CHLORIDE	SOLUTION	20210901		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Eckert & Ziegler Radiopharma GmbH	GALLIUM CHLORIDE	3.7	GBq/mL		20241231
71448-0001_b360fc40-f4cc-d7aa-e053-2995a90a779b	71448-0001	BULK INGREDIENT	Estriol	POWDER	20170601		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Hapila GmbH	ESTRIOL	1	g/g		20241231
71495-0002_11cf7044-8f08-4d34-8efe-c3ddbc3192c2	71495-0002	BULK INGREDIENT	Sitagliptin Phosphate Monohydrate	POWDER	20190124		BULK INGREDIENT	Moehs BCN SL	SITAGLIPTIN PHOSPHATE	1	kg/kg		20241231
71495-0003_15a2a6ad-10d4-4989-a17b-a7810bc381db	71495-0003	BULK INGREDIENT	Duloxetine HCl	POWDER	20220223		BULK INGREDIENT	Moehs BCN SL	DULOXETINE	1	kg/kg		20241231
71495-0004_605bcc7a-d806-4985-aa8a-eec0a34c97b0	71495-0004	BULK INGREDIENT	Sitagliptin Base	POWDER	20230928		BULK INGREDIENT	Moehs BCN SL	SITAGLIPTIN	1	kg/kg		20251231
71554-001_875e3f8d-1a04-be90-e053-2a95a90a8537	71554-001	BULK INGREDIENT	AMITRIPTYLINE HYDROCHLORIDE	POWDER	20190425		BULK INGREDIENT	R.L.Fine Chem Private Limited	AMITRIPTYLINE HYDROCHLORIDE	1	kg/kg		20241231
71554-002_875e3f8d-1a08-be90-e053-2a95a90a8537	71554-002	BULK INGREDIENT	CHLORPROMAZINE HYDROCHLORIDE	POWDER	20190425		BULK INGREDIENT	R.L.Fine Chem Private Limited	CHLORPROMAZINE HYDROCHLORIDE	1	kg/kg		20241231
71554-003_875e3f8d-1a0b-be90-e053-2a95a90a8537	71554-003	BULK INGREDIENT	Cyproheptadine Hydrochloride	POWDER	20190425		BULK INGREDIENT	R.L.Fine Chem Private Limited	CYPROHEPTADINE HYDROCHLORIDE	1	kg/kg		20241231
71554-004_875e3f8d-1a0f-be90-e053-2a95a90a8537	71554-004	BULK INGREDIENT	Dapoxetine Hydrochloride	POWDER	20190425		BULK INGREDIENT	R.L.Fine Chem Private Limited	DAPOXETINE HYDROCHLORIDE	1	kg/kg		20241231
71554-005_875e6c92-0035-6151-e053-2a95a90ae39f	71554-005	BULK INGREDIENT	Dothiepin Hydrochloride	POWDER	20190425		BULK INGREDIENT	R.L.Fine Chem Private Limited	DOTHIEPIN HYDROCHLORIDE	1	kg/kg		20241231
71554-006_875e6840-d852-5dee-e053-2a95a90a5a05	71554-006	BULK INGREDIENT	Doxepin Hydrochloride	POWDER	20190425		BULK INGREDIENT	R.L.Fine Chem Private Limited	DOXEPIN HYDROCHLORIDE	1	kg/kg		20241231
71554-007_87ea9eff-8514-4f9e-e053-2995a90a0042	71554-007	BULK INGREDIENT	Doxylamine Succinate	POWDER	20190427		BULK INGREDIENT	R.L.Fine Chem Private Limited	DOXYLAMINE SUCCINATE	1	kg/kg		20241231
71554-008_87ead7f4-ac0b-13fc-e053-2a95a90a5b11	71554-008	BULK INGREDIENT	Imipramine Hydrochloride	POWDER	20190427		BULK INGREDIENT	R.L.Fine Chem Private Limited	IMIPRAMINE HYDROCHLORIDE	1	kg/kg		20241231
71554-009_af7d17ce-c3c0-077d-e053-2a95a90adc3f	71554-009	BULK INGREDIENT	Lorazepam	POWDER	20190427		BULK INGREDIENT	R.L.Fine Chem Private Limited	LORAZEPAM	1	kg/kg	CIV	20241231
71554-010_87eae454-05f2-6175-e053-2995a90aa270	71554-010	BULK INGREDIENT	Meclizine	POWDER	20190427		BULK INGREDIENT	R.L.Fine Chem Private Limited	MECLIZINE HYDROCHLORIDE ANHYDROUS	1	kg/kg		20241231
71554-011_87eafee3-e96b-e1bf-e053-2995a90aa5de	71554-011	BULK INGREDIENT	Nortriptyline Hydrochloride	POWDER	20190427		BULK INGREDIENT	R.L.Fine Chem Private Limited	NORTRIPTYLINE HYDROCHLORIDE	1	kg/kg		20241231
71554-012_87ea9eff-8517-4f9e-e053-2995a90a0042	71554-012	BULK INGREDIENT	Orphenadrine Citrate	POWDER	20190427		BULK INGREDIENT	R.L.Fine Chem Private Limited	ORPHENADRINE CITRATE	1	kg/kg		20241231
71554-013_041af637-8eb2-5ee7-e063-6394a90a7104	71554-013	BULK INGREDIENT	Alprazolam	POWDER	20190513		BULK INGREDIENT	R.L.Fine Chem Private Limited	ALPRAZOLAM	1	kg/kg	CIV	20241231
71554-014_b25b20e0-0d81-225a-e053-2995a90a35d6	71554-014	BULK INGREDIENT	Chlordiazepoxide	POWDER	20190513		BULK INGREDIENT	R.L.Fine Chem Private Limited	CHLORDIAZEPOXIDE	1	kg/kg	CIV	20241231
71554-015_88c80250-6f6a-77c9-e053-2a95a90af102	71554-015	BULK INGREDIENT	Duloxetine Hydrochloride	POWDER	20190513		BULK INGREDIENT	R.L.Fine Chem Private Limited	DULOXETINE HYDROCHLORIDE	1	kg/kg		20241231
71554-020_ea1efb49-fef2-8266-e053-2995a90a6fa2	71554-020	BULK INGREDIENT	PYRIMETHAMINE	POWDER	20201023		BULK INGREDIENT	R.L.Fine Chem Private Limited	PYRIMETHAMINE	1	kg/kg		20241231
71554-021_fdabcc50-d487-7fd3-e053-6294a90a4187	71554-021	BULK INGREDIENT	CLONAZEPAM	POWDER	20201023		BULK INGREDIENT	R.L.Fine Chem Private Limited	CLONAZEPAM	1	kg/kg	CIV	20241231
71554-022_ea1f16ee-45ce-fdc5-e053-2a95a90a67ff	71554-022	BULK INGREDIENT	TRIHEXYPHENIDYL HYDROCHLORIDE	POWDER	20201023		BULK INGREDIENT	R.L.Fine Chem Private Limited	TRIHEXYPHENIDYL HYDROCHLORIDE	1	kg/kg		20241231
71554-023_ea1f1aa8-fb56-31a5-e053-2995a90afe7b	71554-023	BULK INGREDIENT	DESVENLAFAXINE SUCCINATE MONOHYDRATE	POWDER	20201023		BULK INGREDIENT	R.L.Fine Chem Private Limited	DESVENLAFAXINE SUCCINATE	1	kg/kg		20241231
71554-024_ea1f1e04-24a6-6c47-e053-2a95a90acbda	71554-024	BULK INGREDIENT	CLOMIPRAMINE HYDROCHLORIDE	POWDER	20210108		BULK INGREDIENT	R.L.Fine Chem Private Limited	CLOMIPRAMINE HYDROCHLORIDE	1	kg/kg		20241231
71554-025_ea1efb49-fef1-8266-e053-2995a90a6fa2	71554-025	BULK INGREDIENT	CLOZAPINE	POWDER	20210108		BULK INGREDIENT	R.L.Fine Chem Private Limited	CLOZAPINE	1	kg/kg		20241231
71554-026_d45781de-9214-8c1d-e053-2a95a90a7cc4	71554-026	BULK INGREDIENT	Metyrosine	POWDER	20211230		BULK INGREDIENT	R.L.Fine Chem Private Limited	METYROSINE	1	kg/kg		20241231
71554-027_e6d7bbe5-1675-162e-e053-2a95a90ad81d	71554-027	BULK INGREDIENT	Fluphenazine Hydrochloride	POWDER	20220822		BULK INGREDIENT	R.L.Fine Chem Private Limited	FLUPHENAZINE HYDROCHLORIDE	1	kg/kg		20241231
71554-028_070a0ba7-b2cd-4cea-e063-6394a90affec	71554-028	BULK INGREDIENT	Pyrimethamine	POWDER	20220827		BULK INGREDIENT	R.L.Fine Chem Private Limited	PYRIMETHAMINE	1	kg/kg		20241231
71554-029_0811c9ec-9f5d-b07e-e063-6394a90a7d9f	71554-029	BULK INGREDIENT	Temazepam	POWDER	20231019		BULK INGREDIENT	R.L.Fine Chem Private Limited	TEMAZEPAM	1	kg/kg	CIV	20241231
71554-116_a5ecafe9-f799-4c0e-e053-2a95a90a3ec1	71554-116	BULK INGREDIENT	CYCLOBENZAPRINE HYDROCHLORIDE	POWDER	20200518		BULK INGREDIENT	R.L.Fine Chem Private Limited	CYCLOBENZAPRINE HYDROCHLORIDE	1	kg/kg		20241231
71554-117_b2180feb-90d5-6a68-e053-2a95a90accc2	71554-117	BULK INGREDIENT	Trimeprazine Tartrate	POWDER	20200525		BULK INGREDIENT	R.L.Fine Chem Private Limited	TRIMEPRAZINE TARTRATE	1	kg/kg		20241231
71554-118_b2181f99-54a4-1020-e053-2995a90a02fa	71554-118	BULK INGREDIENT	Diazepam	POWDER	20200811		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	R.L.Fine Chem Private Limited	DIAZEPAM	1	kg/kg	CIV	20241231
71554-119_cd9d0122-9d3f-a03c-e053-2995a90ace89	71554-119	BULK INGREDIENT	Pramoxine Hydrochloride	POWDER	20200825		BULK INGREDIENT	R.L.Fine Chem Private Limited	PRAMOXINE HYDROCHLORIDE	1	kg/kg		20241231
71574-110_1b732d5c-b6d8-47a7-b5ff-2e87600c75a7	71574-110	BULK INGREDIENT	FLURBIPROFEN AND CYCLOBENZAPRINE	KIT	20220711		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Village Pharma, LLC					20251231
71574-111_46ac3f26-39a3-4fa3-8873-1c6344d9983e	71574-111	BULK INGREDIENT	FLURBIPROFEN	POWDER	20170901		BULK INGREDIENT	Village Pharma LLC	FLURBIPROFEN	1	kg/kg		20251231
71574-112_1e7c78e6-3ddb-4e7e-bd06-e2cf8d883fed	71574-112	BULK INGREDIENT	CYCLOBENZAPRINE HYDROCHLORIDE	POWDER	20170901		BULK INGREDIENT	Village Pharma LLC	CYCLOBENZAPRINE HYDROCHLORIDE	1	kg/kg		20251231
71574-120_da9c5540-1993-42a5-9850-a0315f4b4a94	71574-120	BULK INGREDIENT	GABAPENTIN, KETOPROFEN AND LIDOCAINE	KIT	20221021		BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING	Village Pharma, LLC					20251231
71574-121_391058b0-7b21-4731-810d-547af8e522e1	71574-121	BULK INGREDIENT	GABAPENTIN	POWDER	20170901		BULK INGREDIENT	Village Pharma LLC	GABAPENTIN	1	kg/kg		20251231
71574-122_c3e72267-e472-46af-84a4-770eaeb4272e	71574-122	BULK INGREDIENT	KETOPROFEN	POWDER	20170901		BULK INGREDIENT	Village Pharma LLC	KETOPROFEN	1	kg/kg		20251231
71574-123_9449e134-ccbf-421a-8530-4a3f8e373cd2	71574-123	BULK INGREDIENT	LIDOCAINE	POWDER	20170901		BULK INGREDIENT	Village Pharma LLC	LIDOCAINE HYDROCHLORIDE	1	kg/kg		20251231
71574-124_e3a29e11-fdfb-4811-b802-c1bc47d3bec4	71574-124	BULK INGREDIENT	LIDOCAINE	POWDER	20220525		BULK INGREDIENT	Village Pharma LLC	LIDOCAINE HYDROCHLORIDE	1	kg/kg		20251231
71602-0009_57f2343d-b983-1497-e053-2991aa0ae33d	71602-0009	HUMAN OTC DRUG	Titanium Dioxide	LIQUID	20170830		DRUG FOR FURTHER PROCESSING	EASTHILL CORPORATION	TITANIUM DIOXIDE	42	kg/100kg		20241231
71602-0020_922a8f04-0be0-daed-e053-2a95a90a3f42	71602-0020	DRUG FOR FURTHER PROCESSING	Zinc Oxide	LIQUID	20190801		DRUG FOR FURTHER PROCESSING	EASTHILL CORPORATION	ZINC OXIDE	57.6	kg/100kg		20241231
71604-0001_b3a88516-3df5-06b0-e053-2995a90a4452	71604-0001	BULK INGREDIENT	Rotigotine Polymorph II	POWDER	20170803		BULK INGREDIENT	Olon Ricerca Bioscience, LLC	ROTIGOTINE	1	kg/kg		20241231
71604-0002_ebc57e6a-39e9-0dc0-e053-2995a90a216b	71604-0002	BULK INGREDIENT	Aceclidine HCl	POWDER	20221024		BULK INGREDIENT	Olon Ricerca Bioscience, LLC	ACECLIDINE HYDROCHLORIDE	1	kg/kg		20241231
71628-001_0b5117a1-62a1-998e-e063-6294a90abbb0	71628-001	BULK INGREDIENT	MONTELUKAST ALCHOL	POWDER	20210601		BULK INGREDIENT	Nenter&Co.,Inc	MONTELUKAST ALCOHOL	1	kg/kg		20241231
71666-001_0cf1556e-2aa7-af49-e063-6294a90a69ca	71666-001	BULK INGREDIENT	Flucytosine	POWDER	20170828		BULK INGREDIENT	Maithri Laboratories Private Limited	FLUCYTOSINE	1	kg/kg		20241231
71666-002_0cee4ac1-965c-4784-e063-6394a90a8020	71666-002	BULK INGREDIENT	Eliglustat Tartrate (Premix)	POWDER	20180328		BULK INGREDIENT	Maithri Laboratories Private Limited	ELIGLUSTAT TARTRATE	1	kg/kg		20241231
71666-003_0cf19a15-56b2-e333-e063-6294a90a3e41	71666-003	BULK INGREDIENT	Ivabradine Hydrochloride	POWDER	20181022		BULK INGREDIENT	Maithri Laboratories Private Limited	IVABRADINE HYDROCHLORIDE	1	kg/kg		20251231
71666-004_0cf1b92c-9382-c2ce-e063-6394a90a783f	71666-004	BULK INGREDIENT	Eliglustat Tartrate	POWDER	20180327		BULK INGREDIENT	Maithri Laboratories Private Limited	ELIGLUSTAT TARTRATE	1	kg/kg		20241231
71666-005_0cf1c1af-24b7-bf70-e063-6394a90a759a	71666-005	BULK INGREDIENT	Fesoterodine Fumarate	POWDER	20180929		BULK INGREDIENT	Maithri Laboratories Private Limited	FESOTERODINE FUMARATE	1	kg/kg		20241231
71666-006_0cf208a6-c520-2e49-e063-6294a90a98e9	71666-006	BULK INGREDIENT	Chlorpromazine Hydrochloride	POWDER	20181129		BULK INGREDIENT	Maithri Laboratories Private Limited	CHLORPROMAZINE HYDROCHLORIDE	1	kg/kg		20241231
71666-007_0cf21be7-e48d-d9d1-e063-6394a90ae6d0	71666-007	BULK INGREDIENT	Brivaracetam	POWDER	20190329		BULK INGREDIENT	Maithri Laboratories Private Limited	BRIVARACETAM	1	kg/kg	CV	20241231
71666-008_0cf22f74-94cd-dd6a-e063-6394a90ad176	71666-008	BULK INGREDIENT	Valganciclovir Hydrochloride	POWDER	20200228		BULK INGREDIENT	Maithri Laboratories Private Limited	VALGANCICLOVIR HYDROCHLORIDE	1	kg/kg		20241231
71666-009_0cfddc18-f40f-374f-e063-6294a90a900c	71666-009	BULK INGREDIENT	Tolterodine Tartrate	POWDER	20200328		BULK INGREDIENT	Maithri Laboratories Private Limited	TOLTERODINE TARTRATE	1	kg/kg		20241231
71666-010_0d17eb10-578e-d84b-e063-6394a90a6df2	71666-010	BULK INGREDIENT	Cysteamine Bitartrate	POWDER	20200424		BULK INGREDIENT	Maithri Laboratories Private Limited	CYSTEAMINE BITARTRATE	1	kg/kg		20241231
71666-011_0daa6385-ced1-7f9f-e063-6294a90a859a	71666-011	BULK INGREDIENT	Pyridostigmine Bromide	POWDER	20200814		BULK INGREDIENT	Maithri Laboratories Private Limited	PYRIDOSTIGMINE BROMIDE	1	kg/kg		20241231
71666-012_0daa95aa-2cb8-9a02-e063-6294a90a3ea6	71666-012	BULK INGREDIENT	Salcaprozate Sodium	POWDER	20210319		BULK INGREDIENT	Maithri Laboratories Private Limited	SALCAPROZATE SODIUM	1	kg/kg		20241231
71666-013_0a0600c2-91a8-5f9c-e063-6394a90aed65	71666-013	BULK INGREDIENT	BUSPIRONE HYDROCHLORIDE	POWDER	20230328		BULK INGREDIENT	Maithri Laboratories Private Limited	BUSPIRONE HYDROCHLORIDE	1	kg/kg		20241231
71666-015_0a095b5f-7e90-7363-e063-6394a90acf11	71666-015	BULK INGREDIENT	Viloxazine Hydrochloride	POWDER	20230825		BULK INGREDIENT	Maithri Laboratories Private Limited	VILOXAZINE HYDROCHLORIDE	1	kg/kg		20241231
71666-016_0a099e01-d368-8bda-e063-6394a90a0d4b	71666-016	BULK INGREDIENT	Lumateperone Tosylate	POWDER	20230920		BULK INGREDIENT	Maithri Laboratories Private Limited	VILOXAZINE HYDROCHLORIDE	1	kg/kg		20241231
71684-0065_f31f65df-839e-cf53-e053-2995a90a86bc	71684-0065	DRUG FOR FURTHER PROCESSING	dextran 70, glycerin, hypromellose solution/ drops	SOLUTION/ DROPS	20160301		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	DEXTRAN 70; GLYCERIN; HYPROMELLOSE, UNSPECIFIED	1; 2; 3	mg/mL; mg/mL; mg/mL		20241231
71684-0085_f31f7dc2-743c-80a1-e053-2a95a90a9784	71684-0085	DRUG FOR FURTHER PROCESSING	naphazoline hydrochloride and pheniramine maleate solution/ drops	SOLUTION/ DROPS	19940608		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	NAPHAZOLINE HYDROCHLORIDE	.25	mg/mL		20241231
71684-0303_f31fb47a-f9ce-2256-e053-2995a90a4de7	71684-0303	DRUG FOR FURTHER PROCESSING	Atropine Sulfate	SOLUTION/ DROPS	20161209		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	ATROPINE SULFATE	10	mg/mL		20241231
71684-0355_f31fbae5-aa1d-4740-e053-2995a90a28b0	71684-0355	DRUG FOR FURTHER PROCESSING	Tropicamide Ophthalmic Solution	SOLUTION/ DROPS	19590401		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	TROPICAMIDE	10	mg/mL		20241231
71684-0478_f31ec594-5f2d-87a8-e053-2a95a90ada3f	71684-0478	DRUG FOR FURTHER PROCESSING	diclofenac sodium solution	SOLUTION/ DROPS	19910328		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	DICLOFENAC SODIUM	.1	mg/mL		20241231
71684-0530_f31f6a33-e85d-cf4f-e053-2995a90a43fd	71684-0530	DRUG FOR FURTHER PROCESSING	Purified Water 98.6	SOLUTION/ DROPS	19900930		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	BENZALKONIUM CHLORIDE	986	mg/mL		20241231
71684-0547_f31f2be7-58f6-0a5d-e053-2a95a90af96c	71684-0547	DRUG FOR FURTHER PROCESSING	latanoprost	SOLUTION/ DROPS	20110107		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	LATANOPROST	50	ug/mL		20241231
71684-0630_f31df593-4749-36f6-e053-2995a90aa2df	71684-0630	DRUG FOR FURTHER PROCESSING	Neomycin and Polymyxin B Sulfates and Dexamethasone Ophthalmic Suspension	SOLUTION/ DROPS	19960221		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	NEOMYCIN SULFATE	3.5	mg/mL		20241231
71684-0741_f31f5a5b-8960-c1b4-e053-2995a90a817d	71684-0741	DRUG FOR FURTHER PROCESSING	Tetracaine Hydrochloride Ophthalmic Solution 0.5% STERI-UNIT	SOLUTION/ DROPS	20161026		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	TETRACAINE HYDROCHLORIDE	5	mg/mL		20241231
71684-0816_f31f7dc2-743d-80a1-e053-2a95a90a9784	71684-0816	DRUG FOR FURTHER PROCESSING	OLOPATADINE HYDROCHLORIDE	SOLUTION/ DROPS	20200901		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	OLOPATADINE HYDROCHLORIDE	7	mg/mL		20241231
71684-1431_f31ebac7-9870-80d6-e053-2a95a90ae96c	71684-1431	DRUG FOR FURTHER PROCESSING	polyethylene glycol 400 and propylene glycol solution / drops	SOLUTION/ DROPS	20160301		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	POLYETHYLENE GLYCOL 400; PROPYLENE GLYCOL	4; 3	mg/mL; mg/mL		20241231
71684-1433_f31e68f1-c456-ebf6-e053-2a95a90a0282	71684-1433	DRUG FOR FURTHER PROCESSING	propylene glycol emulsion	SOLUTION/ DROPS	20100727		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	PROPYLENE GLYCOL	.06	mg/mL		20241231
71684-1437_f31fbcd5-8c5e-68c6-e053-2a95a90aafe9	71684-1437	DRUG FOR FURTHER PROCESSING	Lubricant Eye Drop	SOLUTION/ DROPS	20200201		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	POLYETHYLENE GLYCOL 400	4	mg/mL		20241231
71684-1500_f31e821f-48cc-5d69-e053-2995a90aaa38	71684-1500	DRUG FOR FURTHER PROCESSING	polyethylene glycol 400 and propylene glycol solution / drops	SOLUTION/ DROPS	20160301		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	POLYETHYLENE GLYCOL 400; PROPYLENE GLYCOL	4; 3	mg/mL; mg/mL		20241231
71684-1502_f2b8102b-f40f-7367-e053-2a95a90a3672	71684-1502	DRUG FOR FURTHER PROCESSING	polyethylene glycol 400, propylene glycol 0.3%	SOLUTION/ DROPS	20171024		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	POLYETHYLENE GLYCOL 400; PROPYLENE GLYCOL	4; 3	mg/mL; mg/mL		20241231
71684-4011_f31f4b39-f9d9-3bc7-e053-2a95a90a4bc9	71684-4011	DRUG FOR FURTHER PROCESSING	ketotifen fumarate solution	SOLUTION/ DROPS	20121221		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	KETOTIFEN FUMARATE	.35	mg/mL		20241231
71684-6131_f31f648c-67fe-1701-e053-2a95a90af734	71684-6131	DRUG FOR FURTHER PROCESSING	Dorzolamid / Timolol	SOLUTION/ DROPS	20181129		DRUG FOR FURTHER PROCESSING	Global Packaging Systems	DORZOLAMIDE	5	mg/20mL		20241231
71708-111_6f0e8580-c6ef-41ee-88d6-64deceed02a4	71708-111	BULK INGREDIENT	ISOPROPYL ALCOHOL	LIQUID	20170906		BULK INGREDIENT	Deepak Fertilisers And Petrochemical Corporation Limited	ISOPROPYL ALCOHOL	200	L/200L		20241231
