property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
4 BHK  House for Sale in Ring Road Surat,Carpet Area,1900 sqft,Resale,Ready to Move,Ground out of 2,Semi-Furnished,South -West,This property is 1900 sqft and with clear title. Locality of this area is open for residential use and for commercial useRead more,"₹11,842 per sqft ",₹2.25 Cr 
4 BHK  House for Sale in Vesu Surat,Super Area,2900 sqft,Semi-Furnished,Ready to Move,Resale,1 Open,4," This spacious Residential House has total 2 floors, makes it very suitable for a family with variety of living needs in mind. The space is airy, is well located and can be easily customized as per the needs. This spacious Residential House was constructed approx. 10 to 15 years years back. Read more","₹11,379 per sqft ",₹3.30 Cr 
  Office Space for Sale in Galemandi Surat,Super Area,"25,000 sqft","20 Covered,",Ready to Move,Resale,,,"We like to sell our property at Delhi Gate area, Station Road, Surat having AMENITIES Electricity supply Parking facility Water supply Proximity area Basement facility RCC structure with walls Open to sky terrace Earthquake resistant Safe surroundings Easy access to Public transportCALL Prasanna Acharya9376 102450Read more","₹8,000 per sqft ",₹20 Cr 
4 BHK Villa for Sale in Piplod Surat,Super Area,145 sqyrd,Unfurnished,Ready to Move,Resale,Freehold,4,"This spacious Villa has total 2 floors, makes it very suitable for a family with variety of living needs in mind. The space is airy, is well located and can be easily customized as per the needs. The Villa construction is more than 10 to 15 years old.Read more","₹14,943 per sqft ",₹1.95 Cr 
"3 BHK Apartment for Sale in Valencia Apartments, Vesu Surat",Super Area,4500 sqft,Resale,Ready to Move,10 out of 10,Unfurnished,North - East,"Unlock the door to your dream home with this exclusive opportunity! Presenting a charming 3 BHK flat for sale in Valencia Apartments, Vesu, Surat, featuring a desirable north-east-facing orientation. Don't miss the chance to make this coveted property yours and embark on a journey of luxurious living!::::::Property specifications ::::::Spanning an impressive super-built-up area of 4500 sq ft, this vastu-compliant flat epitomises elegance and ensures harmony. Situated on the 10th floor of the 10-storey building, it offers breathtaking views of the surrounding cityscape. ::::::The spacious flat layout encompasses three bedrooms, providing ample space for rest and rejuvenation. Two of the bedrooms feature attached bathrooms, while a third bathroom serves as a common facility, all designed in a modern Western style to cater to residents' convenience. ::::::The separate living and dining areas further enhance the sense of space and functionality, providing distinct zones for relaxation, entertainment, and dining. Additionally, a big terrace offers a serene outdoor space, perfect for unwinding amidst breathtaking views of the surrounding landscape. ::::::Practicality meets elegance in the details of this home, with a store room offering additional storage space for your belongings. The kitchen is equipped with a piped gas connection and an attached utility area, streamlining daily chores for added ease.::::::The flat has a raw flooring, ready for your personal touch to turn it into something elegant. Meanwhile, centralized air conditioning ensures year-round comfort, allowing you to escape the heat and humidity of the climate. ::::::Facilities ::::::This property offers two covered parking spaces and one open parking space for your vehicles. You can enjoy uninterrupted water supply and 100% power backup round the clock. The presence of security guards and CCTV cameras ensures safety and surveillance. Additionally, the building is equipped with three lifts for convenient access to all floors.::::::Locality ::::::Convenience is at your doorstep, with schools within a 1-kilometre radius and hospitals within just half a kilometre. Situated in a market area, malls and supermarkets are nearby. Moreover, banks and ATMs are within a short distance of 400 metres.::::::Public transport is easily accessible within 100 metres, ensuring hassle-free commuting. While the railway station is 12 kilometres away, residents enjoy seamless connectivity to various destinations.::Read more","₹6,889 per sqft ",₹3.10 Cr 
 Industrial Shed for Sale in Khatodra Wadi Surat,Super Area,1008 sqft,,Ready to Move,Resale,,,,"₹24,802 per sqft ",₹2.50 Cr 
4 BHK  House for Sale in Rander Road Surat,Carpet Area,131 sqft,Resale,Ready to Move,2 out of 2,Unfurnished,131 X,,"₹1,52,672 per sqft ",₹2 Cr 
"  Showroom for Sale in DCR Gokul Solitaire, VIP Road Surat",Super Area,1374 sqft,Resale,Ready to Move,2 out of 5,,,,"₹10,917 per sqft ",₹1.50 Cr 
"4 BHK Apartment for Sale in Shreepad Anantta, Pal Surat",Super Area,3740 sqft,Resale,Ready to Move,8 out of 12,Semi-Furnished,East,very good maintainance of building,"₹7,219 per sqft ",₹2.70 Cr 
2 BHK Villa for Sale in Athwa Surat,Carpet Area,1485 sqft,Furnished,Ready to Move,Resale,North,Main Road,Villa is available for sale. It has covered area 1600 sq-ft. Please contact for more details.Read more,"₹9,375 per sqft ",₹1.50 Cr 
4 BHK  House for Sale in Piplod Surat,Carpet Area,3200 sqft,Furnished,Ready to Move,Resale,East,Garden/Park,piplod area is posh area in surat,"₹7,746 per sqft ",₹2.75 Cr 
4 BHK  House for Sale in Katargam Surat,Carpet Area,2600 sqft,Resale,Ready to Move,1 out of 1,Unfurnished,East,"well maintained  property with full space of parking and good windows arrangement with full of lights throughout the day, you can park up to two four wheelers,  two big balconies with swing. society has CC Road with Street lights.Read more","₹10,000 per sqft ",₹1.75 Cr 
5 BHK Villa for Sale in Ghod Dod Road Surat,Carpet Area,8500 sqft,Furnished,Ready to Move,New Property,5,2,,"₹19,444 per sqft ",₹7 Cr 
5 BHK Villa for Sale in Adajan Surat,Carpet Area,1300 sqft,Unfurnished,Ready to Move,Resale,East,Main Road,"This house is 4 side open standalone property, having separate person and vehicle entry gate, can easily park 3 cars at ground floor shaded parking, 3 sides of house also has parking. few vehicles can also be parked in shaded parking at Ground floor, have underground and overhead drinking water tank, Plumbing and painting as well interior is ready. Major banks and renowned food outlet are just 500 meter away including good hospitals. Railway station and airport is within 10KM, Taxi and Rickshaw available 24 hours. Sunlight available throughout day, house is in wind direction.Read more","₹6,875 per sqft ",₹2.20 Cr 
4 BHK Villa for Sale in Ghod Dod Road Surat,Carpet Area,8500 sqft,Furnished,Ready to Move,Resale,West,Garden/Park,the property is filled with happiness,"₹19,444 per sqft ",₹7 Cr 
  Plot/Land for Sale in Dumas Road Surat,Plot Area,7650 sqft,1,Freehold,Resale,1,20 m,lucky property,"₹3,556 per sqft ",₹2.72 Cr 
"4 BHK Apartment for Sale in DMD Signus, Vesu Surat",Super Area,3895 sqft,Unfurnished,Poss. by Dec '28,New Property,DMD Signus,4,,,Call for Price
4 BHK Builder Floor for Sale in New citylight Surat,Carpet Area,2800 sqft,Furnished,2 out of 12,New Property,North - West,Main Road,"Flat fully furnished, with 4 bedrooms, all luxury amentities fitted. In prime localtiy, vastu compliantRead more",,Call for Price
  Shop for Sale in Jahangirabad Surat,Super Area,5300 sqft,Resale,Ready to Move,4 out of 5,,,,,Call for Price
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3450 sqft,Unfurnished,Poss. by Dec '26,New Property,Sangini Epitome,4,"Multistorey Apartment for Sale in Bhatha, Surat. Covered area is 3450.0  Sq-ft. This property belongs to ""Sangini Epitome"" .Read more","₹4,750 per sqft ",₹1.63 Cr 
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,5225 sqft,Unfurnished,Poss. by Jan '25,New Property,Surya Signature,5,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 5225.0  Sq-ft. This property belongs to ""Surya Signature"" .Read more","₹7,100 per sqft ",₹3.70 Cr 
3 BHK Apartment for Sale in Vesu Surat,Super Area,2700 sqft,New Property,Poss. by Dec '27,5 out of 13,Unfurnished,East,A huge Campus with Luxurious amenities and Breathtaking view,"₹6,351 per sqft ",₹1.71 Cr 
4 BHK Apartment for Sale in Pal Surat,Super Area,3770 sqft,New Property,Poss. by Apr '26,9 out of 20,Unfurnished,East,"This super luxurious 4 BHK flat is right in the center of the PAL area, offering all sorts of fancy amenities like a jacuzzi and more. Everything is designed to feel luxurious, with amenities placed at podium level. Plus, it has the best floor plan compared to other places nearby. Get ready to live in style and comfort in this topnotch residence.Read more","₹5,850 per sqft ",₹2.20 Cr 
3 BHK Apartment for Sale in Vesu Surat,Super Area,2550 sqft,New Property,Poss. by Dec '24,6 out of 12,Unfurnished,East,3 BHK Luxurious Flat For Sell in Vesu With All Aminities.Contact For More Details .Read more,"₹6,500 per sqft ",₹1.65 Cr 
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,2034 sqft,New Property,Poss. by Aug '25,4 out of 10,Unfurnished,East,"Project name is The boulevardAmenities  Banquet Hall, Outdoor  VIP Lounge ,Multi Purpose Lawn , Gymnasium ,Wellness Centre , Deck Seating , Camp Fire , Waterbody , Cycling Track , Fountain , Chit Chat CornerRead more","₹5,000 per sqft ",₹2.26 Cr 
5 BHK Apartment for Sale in Piplod Surat,Super Area,"11,250 sqft",New Property,Poss. by Jan '26,4 out of 18,Unfurnished,East,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,"₹12,444 per sqft ",₹14 Cr 
5 BHK Penthouse for Sale in Vesu Surat,Super Area,8000 sqft,New Property,Poss. by Apr '25,11 out of 12,Unfurnished,East,Luxurious 5 BHK Pentahouse For Sell In Vesu Prime Location .,"₹6,301 per sqft ",₹5.04 Cr 
  Office Space for Sale in Pal Surat,Carpet Area,2737 sqft,New Property,Ready to Move,9 out of 21,"2 Covered,",2,"Best for Private office space like a showroom, Retail Office, Software Office , or Studio Office.Read more","₹4,499 per sqft ",₹2.46 Cr 
4 BHK Apartment for Sale in Pal Surat,Super Area,3751 sqft,New Property,Poss. by Dec '26,5 out of 13,Unfurnished,East,"A beautiful 4 bhk apartment in pal, surat. The property is a part of Veer Waves. It is a new property in a promising locality. This well It is located on the 1st floor. The property ownership is freehold type and has a super builtUp area of 3751. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 6500per sq. Ft. The apartment is new constructionRead more","₹6,500 per sqft ",₹2.43 Cr 
"  Office Space for Sale in Vesu Point, Vesu Surat",Carpet Area,6300 sqft,Resale,Ready to Move,8 out of 10,2,,"Commercial office space is available for sale. It covered area of 10000 sq-ft, it is a good location property. Please contact for more details.Read more","₹7,500 per sqft ",₹7.50 Cr 
  Shop for Sale in Ring Road Surat,Carpet Area,680 sqft,Resale,Ready to Move,Lower Basement out of 1,,,,"₹1,47,059 per sqft ",₹10 Cr 
4 BHK Apartment for Sale in Vesu Surat,Super Area,3047 sqft,New Property,Poss. by Jul '24,9 out of 13,Unfurnished,East,Spacious and Luxurious 4BHK Flat,"₹6,111 per sqft ",₹1.86 Cr 
4 BHK Apartment for Sale in Pal Surat,Super Area,3250 sqft,New Property,Poss. by Aug '26,5 out of 13,Unfurnished,South -West,"LUXURY LIVING AT EPITOMEDiscover the epitome of luxury at Epitome, where meticulously crafted apartments redefine sophistication. Dive into a world of opulence and leisure with an array of exclusive amenities that redefine upscale living. Enhanced with meticulously designed 3 BHK, and 4 BHK flats in Surat that redefine sophistication.For celebrations, the banquet hall provides a sophisticated space, while the stateoftheart gymnasium ensures your health and wellness needs are met. Thoughtfully designed entrances, doublecoat plaster facades, and automatic passenger elevators add convenience.Read more","₹4,677 per sqft ",₹1.52 Cr 
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,2681 sqft,Unfurnished,Poss. by Jun '25,New Property,East,Garden/Park,Presenting a Gift of the Premium Luxurious Community LIFESTYLE.,"₹5,700 per sqft ",₹2.77 Cr 
"6 BHK Penthouse for Sale in Surya Signature, Vesu Surat",Super Area,5800 sqft,New Property,Poss. by Dec '25,5 out of 20,Unfurnished,North - East,"Heres everything you need to know about the mustknow features of this housing society along with Surya Signature  Photos,  Floor Plans, Payment Plans, Brochure download procedure  and other exciting facts about your future homeRead more","₹9,500 per sqft ",₹5.51 Cr 
5 BHK Apartment for Sale in Piplod Surat,Super Area,5348 sqft,New Property,Ready to Move,7 out of 12,Unfurnished,East,"Let melodious ripples of River Tapi serenade you. Let charismatic earthy aroma glisten your senses. Let charming breeze caress you as you open the window. Such a mesmerizing and refreshing beginning of each day in your dream home is no less than a blissful living. Situated away from the maddening chaos of the city, welcome to an idyllic paradise called Rajhans Cornello An outstanding assemblage of luxury in 5 6 BHK abodes with a penthouse privilege are inspired by the landmarks of Dubai.Read more","₹8,807 per sqft ",₹4.71 Cr 
4 BHK Apartment for Sale in Vesu Surat,Super Area,2915 sqft,New Property,Poss. by Mar '25,5 out of 13,Unfurnished,South -West,"This project have all the modern facilities in the campus, 10 min to International Airport and 5 min to Surat Daimond Bourse.Read more","₹5,454 per sqft ",₹1.58 Cr 
  Showroom for Sale in parle point main road touch Surat,Super Area,6500 sqft,Resale,Ready to Move,Ground out of 2,,,Commercial Showroom For Sell In Parley Point Area.,"₹23,077 per sqft ",₹15 Cr 
3 BHK Apartment for Sale in Vesu Surat,Super Area,2493 sqft,New Property,Poss. by Dec '25,8 out of 13,Unfurnished,East,"3   4 BHK luxurious flat in vesu area , here the area of locality is very good and lavish and luxurious 3 Bhk flats are availableRead more","₹6,570 per sqft ",₹1.63 Cr 
  Office Space for Sale in Vesu Surat,Carpet Area,1205 sqft,Resale,Ready to Move,2 out of 4,1 Open,1,"SNS Square is at prime location of Vesu. Mentioned office is corner property and has attached washroom. It is best suited for lawyers ,CAs and professionals for their commercial space.Read more","₹7,000 per sqft ",₹1.68 Cr 
  Plot/Land for Sale in Pal Surat,Plot Area,305 sqft,3,Freehold,Resale,2,30 m,Near. parsu. Ram. garden Hot. location. gated. community,"₹1,52,459 per sqft ",₹4.65 Cr 
4 BHK Apartment for Sale in Vesu Canal Road Surat,Carpet Area,1917 sqft,Resale,Ready to Move,5 out of 10,Unfurnished,East,"4 BHK Flat For Sale2950 Sq.Ft AreaFurnishedon Vesu Canal Road, Surat.Read more","₹6,000 per sqft ",₹1.77 Cr 
  Plot/Land for Sale in Piplod Surat,Plot Area,1800 sqft,3,Freehold,Resale,3,25 m,New development society near iskon mall,"₹16,111 per sqft ",₹2.90 Cr 
4 BHK Apartment for Sale in Pal Surat,Super Area,3259 sqft,New Property,Poss. by Mar '25,6 out of 13,Unfurnished,East,,"₹4,750 per sqft ",₹1.54 Cr 
4 BHK Apartment for Sale in Pal Surat,Super Area,3800 sqft,New Property,Poss. by Oct '25,9 out of 12,Unfurnished,East,4 BHK Luxurious Flat For Sell  With ew Construction in Pal Area.,"₹5,105 per sqft ",₹1.94 Cr 
  Plot/Land for Sale in Vesu Surat,Plot Area,1602 sqft,3,Freehold,Resale,2,7 m,A residential plot is available for sale. It is located in a very good area. Please contact for more details.Read more,"₹15,000 per sqft ",₹2.40 Cr 
